DEEPTaxaID,finalID,SUPERPHYLUM,PHYLUM,SUBPHYLUM,INFRAPHYLUM,SUPERCLASS,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SPECIES,Synonym,FFG
67,Maccaffertium,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Stenonema,SCR
68,Maccaffertium ithaca,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,ithaca,Stenonema ithaca,SCR
69,Maccaffertium mediopunctatum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,mediopunctatum,Stenonema mediopunctatum,SCR
70,Maccaffertium mediopunctatum/ithaca,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,mediopunctatum/ithaca,Stenonema mediopunctatum/ithaca,SCR
71,Maccaffertium mexicanum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,mexicanum,"Stenonema mexicanum, Stenonema integrum",SCR
72,Maccaffertium modestum group,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,modestum,"Stenonema modestum group, Stenonema annexum, Stenonema rubrum",SCR
73,Maccaffertium pudicum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,pudicum,Stenonema pudicum,SCR
74,Maccaffertium terminatum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,terminatum,"Stenonema terminatum,",SCR
75,Maccaffertium vicarium,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,vicarium,"Stenonema fuscum, stenonema vicarium",SCR
76,Macrostemum zebratum,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Hydropsychidae,,,,Macrostemum,zebratum,,C-F
77,Microcrambus,,Arthropoda,,,,Insecta,,,,Lepidoptera,,,,Pyralidae,,,,Microcrambus,,,SHR
78,Menetus dilatatus,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Menetus,dilatatus,Menetus dilatatus,SCR
79,Micropsectra/Tanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,C-G
80,Microtendipes pedellus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Microtendipes,pedellus,,C-F
81,Microtendipes rydalensis group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Microtendipes,rydalensis,,C-F
82,Mideopsis/Nudomideopsis magnacetabula,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Mideopsidae,,,,Mideopsis,,,PRD
83,Nanocladius branchicolus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,branchicolus,,C-G
84,Nanocladius crassicornis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,crassicornis,,C-G
85,Nematoda,,Nematoda,,,,,,,,,,,,,,,,,,Nematoda,?
86,Nematomorpha,,Nematomorpha,,,,,,,,,,,,,,,,,,,PRD
87,Nemertea,,Nemertea,,,,,,,,,,,,,,,,,,,PRD
88,Neoporus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dytiscidae,,,,Hydroporus,,,PRD
89,Neostempellina,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Neostempellina,,,C-G
90,Neurocordulia yamaskanensis,,Arthropoda,,,,Insecta,,,,Odonata,,,,Corduliidae,,,,Neurocordulia,yamaskanensis,,PRD
91,Ophiogomphus carolus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Ophiogomphus,carolus,,PRD
92,Ophiogomphus rupinsulensis,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Ophiogomphus,rupinsulensis,,PRD
93,Orthocladius (Eudactylocladius) dubitatus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,dubitatus,,C-G
94,Orthocladius (Euorthocladius),,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,,,C-G
95,Orthocladius (Euorthocladius) rivicola,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,rivicola,Orthocladius Type III,C-G
96,Orthocladius (Euorthocladius) rivulorum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,rivulorum,,C-G
97,Orthocladius (Orthocladius),,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,,,C-G
98,Orthocladius (Orthocladius) annectens,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,annectens,,C-G
99,Orthocladius (Orthocladius) carlatus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,carlatus,,C-G
100,Orthocladius (Orthocladius) clarkei/obumbratus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,clarkei/obumbratus,,C-G
101,Orthocladius (Orthocladius) dorenus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,dorenus,,C-G
102,Orthocladius (Orthocladius) nigritus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,nigritus,,C-G
103,Orthocladius (Orthocladius) oliveri,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,oliveri,,C-G
104,Orthocladius (Symposiocladius) lignicola,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,lignicola,"Symposiocladius lignicola, Orthocladius tryoni",C-G
105,Orthocladius Complex,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,,,C-G
107,Ostrocerca albidipennis,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Ostrocerca,albidipennis,,SHR
108,Palaeagapetus celsus,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Hydroptilidae,,,,Palaeagapetus,celsus,,SHR
109,Paralauterborniella nigrohalterale,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,nigrohalterale,Paralauterborniella nigrohalteralis,C-G
111,Paraleptophlebia mollis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Paraleptophlebia,mollis,,C-G
112,Peltoperla arcuata,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Peltoperlidae,,,,Peltoperla,arcuata,,SHR
113,Phaenopsectra obediens group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,obediens,,SCR
114,Phaenopsectra punctipes group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,punctipes,,SCR
115,Physa heterostropha,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Physidae,,,,Physa,heterostropha,Physella,C-G
116,Physa integra/heterostropha group,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Physidae,,,,Physa,,Physella,C-G
117,Planorbella trivolvis group,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Planorbella,trivolvis,,SCR
118,Polypedilum fallax group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,fallax,,SHR
119,Polypedilum flavum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,flavum,Polypedilum convictum,SHR
120,Polypedilum halterale group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,halterale,,SHR
121,Polypedilum illinoense group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,illinoense,,SHR
122,Polypedilum scalaenum group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,scalaenum,,SHR
123,Potthastia gaedii group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,gaedii,,C-G
124,Potthastia longimana group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,longimana,,C-G
125,Potthastia longimana/gaedii group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,longimana/gaedii,,C-G
126,Pseudocloeon frondale,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Pseudocloen,frondale,,SCR
127,Rasvena terna,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Rasvena,terna,Chloroperla terna,C-G
128,Remenus bilobatus,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlodidae,,,,Remenus,bilobatus,Isogenus bilobatus,PRD
129,Rheocricotopus (robacki),,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Rheocricotopus,robacki,,C-G
130,Rheotanytarsus distinctissimus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,distinctissimus,,C-F
131,Rheotanytarsus exiguus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,exiguus,,C-F
132,Rheotanytarsus pellucidus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,distinctissimus,,C-F
133,Rhyacophila atrata,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,atrata,,PRD
134,Rhyacophila formosa,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,formosa,,PRD
135,Rhyacophila mainensis,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,mainensis,,PRD
136,Rhyacophila minora,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,minora,,PRD
137,Rhyacophila torva,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,torva,,PRD
138,Rhyacophila Type C,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,,PRD
139,Rhyacophila Type D,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,,PRD
140,Rhyacophila Type E,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,,PRD
141,Rhyacophila Type F,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,,PRD
142,Serratella frisoni,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,frisoni,,C-G
143,Shipsa rotunda,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Shipsa,rotunda,,SHR
144,Simulium tuberosum group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Simulium,tuberosum,,C-F
145,Simulium venustum group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Simulium,venustum,,C-F
146,Siphlonurus quebecensis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Siphlonuridae,,,,Siphlonurus,quebecensis,,C-G
147,Soyedina vallicularia/washingtoni,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Soyedina,,,SHR
148,Stylurus plagiatus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Stylurus,plagiatus,Gomphus plagiatus,PRD
149,Suwallia/Sweltza,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,,,,PRD
150,Synorthocladius semivirens,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Synorthocladius,semivirens,,C-G
151,Taenionema atlanticum,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Taeniopterygidae,,,,Taenionema,atlanticum,Brachyptera pacifica,SHR
152,Taeniopteryx burksi group,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Taeniopterygidae,,,,Taeniopteryx,burksi,,SHR
153,Tallaperla maria,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,maria,Peltoperla maria,SHR
154,Tanytarsus coffmani,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,coffmani,,C-F
155,Tanytarsus glabrescens group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,glabrescens,,C-F
156,Tanytarsus guerlus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,guerlus,,C-F
157,Thienemanniella fusca,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Thienemanniella,fusca,,C-G
158,Thienemannimyia group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Thienemannimyia,,,PRD
159,Dannella simplex,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Dannella,simplex,"Danella simplex, Ephemerella simplex",C-G
160,Tribelos jucundum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Tribelos,jucundus,,C-G
161,Trissocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Trissocladius,,,C-G
162,Tubificidae Type I,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Tubificidae,,,,,,,C-G
163,Tubificidae Type II,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Tubificidae,,,,,,,C-G
164,Tvetenia bavarica group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,bavarica,Eukiefferiella bavarica group,C-G
165,Tvetenia bavarica/paucunca,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,bavarica,Eukiefferiella bavarica group and changed from bavarica group and paucunca uniquely to be combined,C-G
166,Tvetenia vitracies group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,vitracies,Eukiefferiella discoloripes group,C-G
