DEEPTaxaID,finalID,SUPERPHYLUM,PHYLUM,SUBPHYLUM,INFRAPHYLUM,SUPERCLASS,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SPECIES,Synonym,FFG
512,Stenelmis markeli,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,markeli,,SCR
513,Psephenidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Psephenidae,,,,,,,SCR
514,Ectopria,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Psephenidae,,,,Ectopria,,,SCR
515,Ectopria nervosa,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Psephenidae,,,,Ectopria,nervosa,,SCR
516,Psephenus herricki,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Psephenidae,,,,Psephenus,herricki,,SCR
517,Hydrophilidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Hydrophilidae,,,,,,,PRD
518,Berosus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Hydrophilidae,,,,Berosus,,,PRD
519,Cymbiodyta ,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Hydrophilidae,,,,Cymbiodyta,,,?
520,Hydrobius,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Hydrophilidae,,,,Hydrobius,,,PRD
521,Hydrochus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Hydrochidae,,,,Hydrochus,,,SHR
522,Tropisternus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Hydrophilidae,,,,Tropisternus,,,PRD
523,Diptera,,Arthropoda,,,,Insecta,,,,Diptera,,,,,,,,,,,?
524,Dolichopodidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Dolichopodidae,,,,,,,PRD
525,Empididae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Empididae,,,,,,,PRD
526,Clinocera,,Arthropoda,,,,Insecta,,,,Diptera,,,,Empididae,,,,Clinocera,,,PRD
527,Wiedemannia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Empididae,,,,Wiedemannia,,,PRD
528,Chelifera,,Arthropoda,,,,Insecta,,,,Diptera,,,,Empididae,,,,Chelifera,,,PRD
529,Hemerodromia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Empididae,,,,Hemerodromia,,,PRD
530,Oreogeton,,Arthropoda,,,,Insecta,,,,Diptera,,,,Empididae,,,,Oreogeton,,,PRD
531,Ephydridae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ephydridae,,,,,,,SHR
532,Limnophora,,Arthropoda,,,,Insecta,,,,Diptera,,,,Muscidae,,,,Limnophora,,,PRD
533,Syrphidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Syrphidae,,,,,,,C-G
534,Odontomyia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Stratiomyidae,,,,Odontomyia,,,C-G
535,Athericidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Athericidae,,,,,,,PRD
536,Atherix,,Arthropoda,,,,Insecta,,,,Diptera,,,,Athericidae,,,,Atherix,,,PRD
537,Atherix variegata,,Arthropoda,,,,Insecta,,,,Diptera,,,,Athericidae,,,,Atherix,variegata,,PRD
538,Tabanidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tabanidae,,,,,,,PRD
539,Chrysops,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tabanidae,,,,Chrysops,,,PRD
540,Tabanus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tabanidae,,,,Tabanus,,,PRD
541,Blepharicera,,Arthropoda,,,,Insecta,,,,Diptera,,,,Blephariceridae,,,,Blepharicera,,,SCR
542,Blephariceridae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Blephariceridae,,,,,,,SCR
543,Ceratopogonidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ceratopogonidae,,,,,,,PRD
544,Culicoides,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ceratopogonidae,,,,Culicoides,,,PRD
545,Bezzia group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ceratopogonidae,Ceratopogoninae,,,Bezzia,,,PRD
546,Probezzia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ceratopogonidae,Ceratopogoninae,,,Probezzia,,,PRD
547,Dasyhelea,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ceratopogonidae,Dasyheleinae,,,Dasyhelea,,,PRD
548,Lumbricina,,Annelida,,,,Clitellata,,,,Haplotaxida,,,,,,,,,,,C-G
549,Rhyacophila sibirica,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,sibirica,,PRD
550,Chaoborus,,Arthrpoda,,,,Insecta,,,,Diptera,,,,Chaoboridae,,,,Chaoborus,,,PRD
551,Chironomidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,,,,,,,?
552,Diamesa,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Diamesa,,,C-G
553,Pagastia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Pagastia,,,C-G
554,Potthastia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,,,C-G
555,Potthastia longimana,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,longimana,,C-G
556,Sympotthastia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Sympotthastia,,Diamesa,C-G
557,Prodiamesa,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,C-G
558,Clinotanypus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Clinotanypus,,,PRD
559,Clinotanypus pinguis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Clinotanypus,pinguis,,PRD
560,Natarsia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Natarsia,,,PRD
561,Ablabesmyia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Ablabesmyia,,,PRD
562,Ablabesmyia annulata,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Ablabesmyia,annulata,,PRD
563,Ablabesmyia janta,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Ablabesmyia,janta,,PRD
564,Ablabesmyia mallochi,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Ablabesmyia,mallochi,,PRD
565,Ablabesmyia peleensis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Ablabesmyia,peleensis,,PRD
566,Conchapelopia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Conchapelopia,,,PRD
567,Labrundinia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Labrundinia,,,PRD
568,Labrundinia pilosella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Labrundinia,pilosella,,PRD
569,Larsia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Larsia,,,PRD
570,Nilotanypus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Nilotanypus,,,PRD
571,Nilotanypus fimbriatus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Nilotanypus,fimbriatus,,PRD
572,Paramerina,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Paramerina,,,PRD
573,Pentaneura,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Pentaneura,,,PRD
574,Procladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Procladius,,,PRD
575,Culicidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Culicidae,,,,,,,C-F
576,Anopheles,,Arthropoda,,,,Insecta,,,,Diptera,,,,Culicidae,,,,Anopheles,,,C-F
577,Dixa,,Arthropoda,,,,Insecta,,,,Diptera,,,,Dixidae,,,,Dixa,,,C-F
578,Dixidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Dixidae,,,,,,,C-F
579,Orthocladiinae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,,,,C-G
580,Brillia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Brillia,,,SHR
581,Brillia flavifrons,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Brillia,flavifrons,,SHR
582,Cardiocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Cardiocladius,,,PRD
583,Cardiocladius obscurus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Cardiocladius,obscurus,,PRD
584,Chaetocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Chaetocladius,,,C-G
585,Chironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Chironomus,,,C-G
586,Cryptochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,PRD
587,Cryptotendipes ,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Cryptotendipes,,,C-G
588,Demicryptochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Demicryptochironomus,,,C-G
589,Dicrotendipes,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,,Tendipes,C-G
590,Dicrotendipes fumidus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,fumidus,,C-G
591,Dicrotendipes modestus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,modestus,Dicrotendipes nervosus type II,C-G
592,Dicrotendipes neomodestus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,neomodestus,,C-G
593,Endochironomus nigricans,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Endochironomus,nigricans,,SHR
594,Glyptotendipes,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,,,Glyptotendipes,,,SHR
595,Glyptotendipes lobiferus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,lobiferus,,SHR
596,Goeldichironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Goeldichironomus,,,C-G
597,Lauterborniella agrayloides,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,agrayloides,,C-F
598,Microchironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Microchironomus,,Leptochironomus,C-G
599,Microtendipes,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,C-F
600,Nilothauma,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,C-G
601,Pagastiella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,C-G
602,Parachironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,PRD
603,Parachironomus abortivus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Parachironomus,abortivus,,PRD
604,Paracladopelma,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,C-G
605,Paratendipes,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,C-G
606,Paratendipes albimanus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paratendipes,albimanus,,C-G
607,Phaenopsectra,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,SCR
608,Polypedilum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,SHR
609,Polypedilum aviceps,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,aviceps,,SHR
610,Polypedilum laetum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,laetum,,SHR
611,Polypedilum tritum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,tritum,,SHR
612,Robackia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Robackia,,,C-G
613,Robackia demeijerei,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Robackia,demeijerei,,C-G
614,Saetheria,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,C-G
615,Saetheria tylus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Saetheria,tylus,,C-G
616,Stenochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,C-G
617,Stictochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,C-G
618,Tribelos,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,C-G
619,Xenochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,PRD
620,Xenochironomus xenolabis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,xenolabis,,PRD
621,Xestochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Xestochironomus,,,C-G
622,Pseudochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,C-G
623,Cladotanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Cladotanytarsus,,,C-F
624,Micropsectra,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,C-G
625,Micropsectra polita,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,polita,,C-G
626,Paratanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,C-F
627,Rheotanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,C-F
628,Stempellinella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,C-G
629,Sublettea,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,Tanytarsus,C-F
630,Sublettea coffmani,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,coffmani,Tanytarsus coffmani,C-F
631,Tanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,C-F
632,Corynoneura,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Corynoneura,,,C-G
633,Corynoneura taris,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Corynoneura,taris,,C-G
634,Cricotopus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Cricotopus,,,SHR
635,Cricotopus bicinctus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Cricotopus,bicinctus,,SHR
636,Cricotopus sylvestris,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Cricotopus,sylverstris,,SHR
637,Eukiefferiella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladinae,,,Eukiefferiella,,,C-G
638,Eukiefferiella pseudomontana,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladinae,,,Eukiefferiella,pseudomontana,,C-G
639,Heleniella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Heleniella,,,C-G
640,Heterotrissocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Heterotrissocladius,,,C-G
641,Hydrobaenus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Hydrobaenus,,,C-G
642,Limnophyes,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Limnophyes,,,C-G
643,Lopescladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Lopescladius,,,C-G
644,Nanocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,,,C-G
645,Unionidae,,Mollusca,,,,Bivalvia,,,,Unionoida,,,,Unionidae,,,,,,,C-F
646,Elliptio ,,Mollusca,,,,Pelecypoda,,,,Unionoida,,,,Unionidae,,,,Elliptio,,,C-F
647,Elliptio complanata,,Mollusca,,,,Pelecypoda,,,,Unionoida,,,,Unionidae,,,,Elliptio,complanata,,C-F
648,Corbicula fluminea,,Mollusca,,,,Bivalvia,,,,Veneroida,,,,Corbiculidae,,,,Corbicula,fluminea,,C-F
649,Musculium ,,Mollusca,,,,Bivalvia,,,,Veneroida,,,Corbiculoidea,Pisidiidae,,,,Musculium,,,C-F
650,Pisidium,,Mollusca,,,,Bivalvia,,,,Veneroida,,,,Pisidiidae,,,,Pisidium,,,C-F
651,Oligochaeta,,Annelida,,,,Clitellata,,,,,,,,,,,,,,,C-G
652,Branchiobdellida,,Annelida,,,,Clitellata,,,,Branchiobdellida,,,,,,,,,,,C-G
653,Lumbricidae,,Annelida,,,,Clitellata,,,,Haplotaxida,,,,Lumbricidae,,,,,,,C-G
654,Sparganophilus,,Annelida,,,,Clitellata,,,,Haplotaxida,,,,Sparganophilidae,,,,Sparganophilus,,,C-G
655,Enchytraeidae,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Enchytraeidae,,,,,,,C-G
656,Naididae,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Naididae,,,,,,,C-G
657,Dero,,Annelida,,,,Clitellata,,,,Haplotaxida,,,,Naididae,,,,Dero,,,C-G
658,Nanocladius distinctus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,distinctus,,C-G
659,Nanocladius minimus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,minimus,,C-G
660,Nanocladius rectinervis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,rectinervis,,C-G
661,Nanocladius spiniplenus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Nanocladius,spiniplenus,,C-G
662,Orthocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,,,C-G
663,Symposiocladius lignicola,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Symposiocladius,lignicola,,C-G
664,Orthocladius obumbratus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Orthocladius,obumbratus,,C-G
665,Parachaetocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Parachaetocladius,,,C-G
666,Paracricotopus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Paracricotopus,,Trichocladius,C-G
667,Parakiefferiella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Parakiefferiella,,Zalutschia,C-G
668,Parametriocnemus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Parametriocnemus,,,C-G
669,Paraphaenocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Paraphaenocladius,,,C-G
670,Psectrocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,C-G
671,Pseudorthocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,C-G
672,Pseudosmittia ,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,C-G
673,Psilometriocnemus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,C-G
674,Rheocricotopus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,Trichocladius,C-G
675,Stilocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Stilocladius,,,C-G
676,Synorthocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Synorthocladius,,,C-G
677,Thienemanniella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Thienemanniella,,,C-G
678,Thienemanniella xena,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Thienemanniella,xena,,C-G
679,Tvetenia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,,Eukiefferiella,C-G
680,Unniella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Unniella,,,C-G
681,Unniella multivirga,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Unniella,multivirga,,C-G
682,Xylotopus par,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Xylotopus,par,,C-G
683,Simuliidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,,,,C-F
684,Prosimulium,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Prosimulium,,,C-F
685,Simulium,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Simulium,,,C-F
686,Simulium jenningsi,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Simulium,jenningsi,,C-F
687,Simulium vittatum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Simulium,vittatum,,C-F
688,Psychodidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Psychodidae,,,,,,,C-G
689,Pericoma,,Arthropoda,,,,Insecta,,,,Diptera,,,,Psycodidae,,,,Pericoma,,,C-G
690,Psychoda,,Arthropoda,,,,Insecta,,,,Diptera,,,,Psychodidae,,,,Psychoda,,,C-G
691,Tipulidae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,,,,SHR
692,Molophilus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Molophilus,,,SHR
693,Ormosia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Ormosia,,,SHR
694,Hexatoma,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Hexatoma,,,PRD
695,Limnophila,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Limnophila,,,PRD
696,Pilaria,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Pilaria,,,PRD
697,Pseudolimnophila,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Pseudolimnophila,,,SHR
698,Antocha,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Antocha,,,C-G
699,Sphaerium,,Mollusca,,,,Bivalvia,,,,Veneroida,,,,Pisidiidae,,,,Sphaerium,,,C-F
700,Gastropoda,,Mollusca,,,,Gastropoda,,,,,,,,,,,,,,,SCR
701,Ancylidae,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Ancylidae,,,,,,,SCR
702,Ferrissia,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Ancylidae,,,,Ferrissia,,,SCR
703,Ferrissia rivularis,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Ancylidae,,,,Ferrissia,rivularis,,SCR
704,Laevapex fuscus,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Ancylidae,,,,Laevapex,fuscus,,SCR
705,Lymnaeidae,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Lymnaeidae,,,,,,,C-G
706,Fossaria,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Lymnaeidae,,,,Fossaria,,,C-G
707,Pseudosuccinea columella,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Lymnaeidae,,,,Pseudosuccinea,columella,,C-G
708,Stagnicola,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Lymnaeidae,,,,Stagnicola,,,C-G
709,Physidae,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Physidae,,,,,,,C-G
710,Physa,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Physidae,,,,Physa,,,C-G
711,Planorbidae,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,,,,SCR
712,Gyraulus,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Gyraulus,,,SCR
713,Gyraulus parvus,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Gyraulus,parvus,,SCR
714,Helisoma anceps,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Helisoma,anceps,,SCR
715,Planorbella trivolvis,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Planorbella,trivolvis,,SCR
716,Planorbella,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Planorbella,,,SCR
717,Nais,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Naididae,,,,Nais,,,C-G
718,Nais barbata,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Naididae,,,,Nais,barbata,,C-G
719,Nais behningi,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Naididae,,,,Nais,behningi,,C-G
720,Nais bretscheri,,Annelida,,,,Oligochaeta,,,,Tubificida,,,,Naididae,,,,Nais,bretscheri,,C-G
